ip,https_token,prefix_suffix,shortening_service,domain_in_brand,suspicious_tld,statistical_report,length_url,length_hostname,nb_dots,nb_hyphens,nb_qm,nb_and,nb_eq,nb_underscore,nb_slash,nb_www,nb_com,ratio_digits_url,ratio_digits_host,nb_subdomains,nb_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,status
0,1,1,0,0,1,0,32,24,3,1,0,0,0,0,3,1,1,0.0,0.0,3,0,4,4,3,3,0,5,5,0,4.0,4.0,0.0,0,phishing
0,1,0,0,0,0,0,63,18,2,2,0,0,0,0,5,1,0,0.0,0.0,2,1,7,3,3,3,3,10,10,10,6.571428571,6.5,6.6,0,legitimate
0,1,0,0,0,0,0,18,10,2,0,0,0,0,0,3,1,0,0.0,0.0,2,1,2,3,3,3,0,3,3,0,3.0,3.0,0.0,0,legitimate
0,0,0,0,0,0,0,42,25,2,0,0,0,0,0,3,0,0,0.19047619,0.32,2,0,3,1,8,10,8,11,11,8,9.666666667,10.5,8.0,0,phishing
0,1,1,0,0,0,0,76,18,3,1,0,0,0,0,7,1,0,0.0,0.0,3,1,9,3,2,3,2,18,10,18,6.333333333,6.5,6.285714286,3,phishing
1,0,1,0,0,0,0,101,24,2,1,1,0,1,0,6,0,0,0.198019802,0.0,2,0,10,21,2,9,2,18,10,18,8.0,9.5,7.625,0,phishing
0,0,0,0,0,0,0,25,17,2,0,0,0,0,0,2,1,0,0.0,0.0,2,0,2,3,3,3,0,9,9,0,6.0,6.0,0.0,0,legitimate
0,0,0,0,0,0,0,27,19,2,1,0,0,0,0,2,0,0,0.0,0.0,2,0,3,1,3,3,0,6,6,0,4.333333333,4.333333333,0.0,0,phishing
0,0,0,0,0,0,0,38,29,2,2,0,0,0,0,3,0,0,0.0,0.0,2,0,4,0,2,2,0,9,9,0,5.5,5.5,0.0,0,legitimate
1,0,1,0,0,0,0,127,50,4,1,1,2,3,2,4,0,1,0.204724409,0.0,3,1,13,9,2,3,2,17,13,17,7.769230769,8.4,7.375,0,phishing
0,0,0,0,0,0,0,27,18,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,legitimate
1,1,1,0,0,0,0,93,22,1,2,0,0,0,0,9,0,0,0.301075269,0.0,1,2,9,3,1,8,1,32,10,32,8.222222222,9.0,8.0,2,phishing
0,1,0,0,0,0,0,46,16,2,0,1,0,0,0,3,0,0,0.0,0.0,2,0,4,1,3,12,3,12,12,9,8.0,12.0,6.666666667,0,phishing
0,0,0,0,1,0,0,43,15,2,0,1,0,1,0,3,1,0,0.0,0.0,2,0,5,5,1,3,1,11,7,11,5.4,5.0,5.666666667,0,legitimate
1,1,0,0,0,0,0,155,15,3,0,1,0,0,1,9,1,0,0.174193548,0.0,3,1,12,4,3,3,3,36,7,36,11.08333333,5.0,12.3,1,phishing
0,1,0,1,0,0,0,53,16,3,0,1,0,1,0,4,1,0,0.0,0.0,3,0,7,3,1,3,1,9,8,9,5.142857143,5.5,5.0,0,legitimate
0,1,0,0,0,0,0,65,12,2,0,1,0,1,0,5,1,0,0.061538462,0.0,2,0,6,4,1,3,1,34,4,34,8.0,3.5,10.25,0,legitimate
0,1,1,0,0,0,0,72,14,3,1,0,0,0,2,5,1,2,0.0,0.0,3,1,9,5,3,3,3,11,6,11,5.888888889,4.5,6.285714286,0,legitimate
0,0,0,0,0,0,0,29,20,2,0,0,0,0,0,3,0,0,0.103448276,0.15,2,0,2,0,5,5,0,11,11,0,8.0,8.0,0.0,0,phishing
0,0,1,0,0,0,0,30,21,2,1,0,0,0,0,3,0,0,0.0,0.0,2,0,2,0,6,6,0,7,7,0,6.5,6.5,0.0,0,legitimate
0,1,0,0,0,0,0,21,13,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,legitimate
0,1,0,0,0,0,0,84,20,1,6,0,0,0,0,4,0,0,0.0,0.0,1,1,8,0,3,16,3,16,16,13,8.125,16.0,7.0,0,legitimate
0,1,0,0,0,0,0,49,11,2,3,0,0,0,0,3,0,0,0.0,0.0,2,0,6,0,3,7,3,9,7,9,5.5,7.0,5.2,0,legitimate
0,0,1,0,1,0,0,105,15,2,1,1,0,1,2,6,0,0,0.038095238,0.0,2,0,11,4,1,4,1,29,6,29,7.545454545,5.0,8.111111111,1,phishing
0,0,0,0,0,0,0,48,16,2,0,0,0,0,0,5,0,0,0.0,0.0,2,0,5,1,4,12,4,12,12,6,6.4,12.0,5.0,0,phishing
1,1,0,0,0,0,0,33,25,3,0,0,0,0,0,3,0,0,0.272727273,0.36,3,0,3,1,2,2,0,11,11,0,6.333333333,6.333333333,0.0,1,phishing
0,1,0,0,0,0,0,35,9,1,0,0,0,0,0,5,0,0,0.057142857,0.0,1,3,4,1,2,5,2,7,5,7,5.25,5.0,5.333333333,0,legitimate
0,0,0,0,0,0,0,52,18,2,0,1,0,1,0,3,1,0,0.0,0.0,2,0,5,4,1,3,1,16,10,16,7.2,6.5,7.666666667,0,legitimate
0,1,1,0,0,0,0,64,16,3,1,0,0,0,0,6,1,0,0.0,0.0,3,0,8,3,2,3,2,9,8,9,5.75,5.5,5.833333333,3,phishing
0,0,0,0,1,0,0,85,16,2,2,1,0,1,1,6,0,0,0.070588235,0.0,2,0,11,2,1,5,1,29,6,29,5.727272727,5.5,5.777777778,1,phishing
0,1,0,0,0,0,0,260,27,3,0,1,1,2,0,5,0,1,0.126923077,0.0,3,0,9,6,2,11,2,191,11,191,26.66666667,11.0,31.14285714,1,phishing
0,1,0,0,0,0,0,25,18,2,0,0,0,0,0,2,1,0,0.0,0.0,2,1,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,legitimate
1,0,1,0,0,0,0,127,50,4,1,1,2,3,2,4,0,1,0.133858268,0.0,3,1,13,6,2,3,2,17,13,17,7.769230769,8.4,7.375,0,phishing
0,1,0,0,0,0,0,58,30,5,0,0,0,0,0,3,1,0,0.0,0.0,3,1,6,5,3,3,4,11,11,7,7.0,8.0,6.0,0,phishing
0,1,0,0,0,0,0,38,21,3,0,0,0,0,0,3,0,0,0.026315789,0.047619048,3,1,4,1,3,3,3,13,13,5,6.0,8.0,4.0,1,phishing
0,0,0,0,1,0,0,33,20,2,0,0,0,1,2,3,0,0,0.0,0.0,2,0,3,0,1,6,1,9,9,1,5.333333333,7.5,1.0,0,legitimate
0,1,0,0,0,0,0,44,19,1,0,0,0,0,0,6,0,0,0.0,0.0,1,1,5,1,3,15,3,15,15,5,5.8,15.0,3.5,1,phishing
1,1,0,0,0,0,0,51,10,1,0,0,0,0,0,4,0,0,0.411764706,0.0,1,0,2,2,7,7,32,32,7,32,19.5,7.0,32.0,0,phishing
0,1,0,1,0,0,0,48,16,2,0,0,0,0,0,5,0,0,0.0,0.0,2,0,5,0,3,12,3,12,12,7,6.6,12.0,5.25,0,phishing
0,1,1,1,0,0,0,68,20,3,1,1,0,0,0,4,0,0,0.191176471,0.0,3,0,5,3,1,1,3,35,7,35,9.8,3.666666667,19.0,0,phishing
0,0,1,0,0,0,0,51,10,3,2,0,0,0,0,7,0,0,0.0,0.0,3,0,8,0,1,4,1,8,4,8,3.625,4.0,3.571428571,2,phishing
0,1,1,1,1,0,0,31,23,2,1,0,0,0,0,3,0,0,0.0,0.0,2,1,3,0,4,4,0,8,8,0,5.666666667,5.666666667,0.0,0,phishing
0,0,0,0,0,0,0,56,16,3,4,0,0,0,0,3,1,0,0.0,0.0,3,0,8,4,2,3,2,8,8,6,4.625,5.5,4.333333333,0,legitimate
0,0,0,0,0,0,0,67,26,3,2,0,0,0,0,4,1,0,0.0,0.0,3,1,7,7,3,3,3,18,18,8,7.0,10.5,5.6,1,legitimate
0,1,0,0,0,0,0,42,19,2,0,0,0,0,0,4,1,0,0.0,0.0,2,1,4,3,3,3,4,11,11,10,7.0,7.0,7.0,0,legitimate
0,0,0,0,0,0,0,64,17,2,5,0,0,0,0,7,1,0,0.140625,0.0,2,0,11,5,1,3,1,9,9,7,3.727272727,6.0,3.222222222,0,legitimate
0,0,0,0,0,0,0,37,12,2,0,0,0,0,0,5,0,0,0.0,0.0,2,1,4,2,2,2,7,7,5,7,5.25,3.5,7.0,0,legitimate
0,1,1,0,0,0,0,27,19,2,1,0,0,0,0,3,1,0,0.0,0.0,2,0,3,3,3,3,0,7,7,0,4.666666667,4.666666667,0.0,0,legitimate
0,1,0,1,1,0,0,33,26,2,0,0,0,0,0,2,0,0,0.121212121,0.153846154,2,0,2,2,8,8,0,13,13,0,10.5,10.5,0.0,0,legitimate
0,0,0,1,1,0,0,69,30,2,0,1,0,3,0,2,0,0,0.057971014,0.033333333,2,0,2,0,8,8,0,17,17,0,12.5,12.5,0.0,0,phishing
0,0,0,1,0,0,0,148,15,7,0,1,1,2,0,4,0,2,0.060810811,0.0,3,1,15,4,1,4,1,54,6,54,8.0,5.0,8.461538462,0,phishing
0,0,0,0,0,0,0,31,22,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,14,14,0,8.5,8.5,0.0,0,legitimate
0,0,0,0,0,0,0,29,20,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,legitimate
0,1,0,1,0,0,0,82,22,4,0,0,0,0,0,5,0,1,0.085365854,0.0,3,0,9,2,3,7,3,14,10,14,7.0,8.5,6.571428571,0,phishing
0,0,0,1,1,0,0,36,27,2,0,0,0,0,0,3,0,0,0.0,0.0,2,0,2,0,8,8,0,14,14,0,11.0,11.0,0.0,0,phishing
1,0,0,0,0,0,0,1641,22,3,32,1,0,2,1,33,1,0,0.162705667,0.0,3,0,68,36,1,3,1,106,14,106,22.94117647,8.5,23.37878788,2,phishing
0,1,0,0,0,0,0,22,14,2,0,0,0,0,0,3,1,0,0.0,0.0,2,1,2,3,3,3,0,6,6,0,4.5,4.5,0.0,1,legitimate
0,1,0,0,0,0,0,24,16,2,0,0,0,0,0,3,1,0,0.0,0.0,2,1,2,4,3,3,0,8,8,0,5.5,5.5,0.0,0,legitimate
0,1,0,0,0,0,0,123,14,2,0,1,2,3,3,7,0,0,0.0,0.0,2,1,16,1,2,11,2,12,11,12,6.125,11.0,5.8,0,phishing
1,1,0,0,0,1,0,159,40,6,0,0,0,0,0,9,1,0,0.163522013,0.15,3,0,13,4,2,2,3,33,12,33,10.53846154,6.6,13.0,0,phishing
0,1,1,0,0,0,0,41,33,4,1,0,0,0,0,3,1,0,0.0,0.0,3,1,3,3,3,3,0,10,10,0,6.0,6.0,0.0,0,legitimate
0,1,1,0,0,0,0,49,19,2,1,0,0,0,0,4,1,0,0.0,0.0,2,1,5,3,3,3,4,11,11,11,6.8,7.0,6.666666667,0,legitimate
1,1,1,0,0,0,0,79,21,3,2,0,0,0,0,6,1,1,0.088607595,0.0,3,2,9,5,3,3,4,13,13,8,6.666666667,8.0,6.285714286,0,legitimate
0,0,0,0,0,0,0,30,21,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,14,14,0,8.5,8.5,0.0,0,legitimate
0,0,0,0,0,0,0,88,18,2,5,0,0,0,0,5,1,0,0.056818182,0.0,2,0,10,4,3,3,3,15,10,15,6.7,6.5,6.75,0,legitimate
0,1,1,1,0,0,0,46,24,2,3,0,0,0,0,3,0,0,0.0,0.0,2,1,6,0,2,5,2,7,7,7,5.0,6.0,4.0,0,legitimate
0,0,0,0,1,0,0,29,11,1,0,0,0,0,1,3,0,0,0.0,0.0,1,0,3,1,3,7,3,7,7,5,5.0,7.0,4.0,0,legitimate
0,1,1,0,0,1,2,38,30,2,1,0,0,0,0,3,0,0,0.0,0.0,2,1,3,1,2,2,0,14,14,0,6.666666667,6.666666667,0.0,1,phishing
0,0,0,0,1,0,0,35,11,1,0,0,0,0,0,3,0,0,0.0,0.0,1,0,2,1,7,7,15,15,7,15,11.0,7.0,15.0,0,legitimate
0,0,0,1,0,0,0,25,16,3,0,0,0,0,0,3,1,0,0.0,0.0,3,0,2,3,3,3,0,5,5,0,4.0,4.0,0.0,0,legitimate
0,0,0,0,0,0,0,56,18,2,2,0,0,0,0,4,0,0,0.0,0.0,2,1,6,1,3,5,3,9,8,9,6.5,6.5,6.5,0,legitimate
1,1,1,0,0,0,0,106,19,2,1,0,0,0,0,9,1,0,0.188679245,0.0,2,1,10,11,2,3,2,32,11,32,8.6,7.0,9.0,3,phishing
0,0,1,1,1,0,0,74,18,4,1,0,0,1,0,6,0,0,0.108108108,0.0,3,1,10,3,2,4,2,10,9,10,5.3,6.5,5.0,0,legitimate
0,0,0,0,0,0,0,27,18,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,legitimate
1,0,1,0,0,0,0,93,20,3,1,0,0,0,5,6,1,0,0.107526882,0.0,3,0,13,4,1,3,1,12,12,7,5.307692308,7.5,4.909090909,0,legitimate
0,0,1,1,0,0,0,30,21,2,1,0,0,0,0,3,1,0,0.0,0.0,2,0,3,3,3,3,0,6,6,0,5.0,5.0,0.0,0,legitimate
0,1,0,0,0,0,0,55,20,2,3,0,0,0,0,5,1,0,0.0,0.0,2,1,7,5,2,3,2,12,12,8,5.285714286,7.5,4.4,0,legitimate
0,1,0,0,0,0,0,43,22,2,1,0,0,0,0,3,1,0,0.0,0.0,2,1,4,3,3,3,5,14,14,7,7.25,8.5,6.0,0,legitimate
0,0,1,0,0,1,0,39,24,2,1,1,0,1,0,3,0,0,0.102564103,0.0,2,0,4,1,3,3,4,9,9,4,5.25,5.666666667,4.0,0,phishing
0,1,0,1,1,0,0,33,25,2,0,0,0,0,0,3,0,0,0.0,0.0,2,1,2,0,8,8,0,12,12,0,10.0,10.0,0.0,0,legitimate
1,0,0,0,0,0,0,132,16,3,0,1,0,1,0,4,0,0,0.045454545,0.0,3,0,7,42,2,5,2,80,6,80,16.28571429,5.5,20.6,0,phishing
0,1,0,0,0,0,0,33,25,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,17,17,0,10.0,10.0,0.0,0,legitimate
0,1,0,0,0,0,0,48,28,4,0,0,0,0,0,4,1,0,0.0,0.0,3,0,6,5,3,3,3,10,10,4,5.333333333,7.333333333,3.333333333,0,phishing
1,1,0,1,0,0,0,102,24,3,0,1,0,2,0,3,0,0,0.107843137,0.0,3,0,6,3,1,7,1,47,12,47,14.16666667,9.5,16.5,0,phishing
1,1,1,0,0,0,0,96,14,2,1,0,0,0,0,8,0,0,0.197916667,0.0,2,0,9,1,2,10,2,32,10,32,8.555555556,10.0,8.375,3,phishing
0,0,0,0,0,0,0,26,17,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,9,9,0,6.0,6.0,0.0,0,legitimate
0,0,0,0,0,0,0,49,18,2,0,0,0,0,0,4,1,0,0.0,0.0,2,0,4,4,3,3,10,11,10,11,8.5,6.5,10.5,0,legitimate
0,0,1,0,0,0,0,46,18,1,1,0,0,0,0,7,0,0,0.0,0.0,1,0,6,0,3,6,3,7,7,5,4.666666667,6.5,3.75,0,phishing
1,0,1,0,0,0,0,128,50,4,1,1,2,3,2,5,0,1,0.171875,0.0,3,0,13,12,2,3,2,17,13,17,7.769230769,8.4,7.375,0,phishing
0,0,0,0,0,0,0,50,20,3,0,0,0,0,0,5,1,2,0.0,0.0,3,0,6,3,1,3,1,12,12,8,5.5,7.5,4.5,0,legitimate
0,1,0,0,0,0,0,54,26,2,0,0,0,0,4,4,0,0,0.12962963,0.192307692,2,0,5,4,2,8,2,13,13,11,7.2,10.5,5.0,0,phishing
0,1,0,0,0,0,0,33,25,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,17,17,0,10.0,10.0,0.0,0,legitimate
1,0,0,0,0,0,0,210,18,2,0,1,2,3,1,6,0,0,0.380952381,0.0,2,0,13,14,2,14,2,64,14,64,14.30769231,14.0,14.33333333,2,phishing
0,0,0,0,0,0,0,36,17,2,1,0,0,0,0,3,1,0,0.0,0.0,2,1,4,3,3,3,3,9,9,6,5.25,6.0,4.5,0,phishing
0,1,0,0,0,1,0,40,15,2,0,0,0,0,0,5,0,0,0.0,0.0,2,0,5,2,1,12,1,12,12,5,5.2,12.0,3.5,1,phishing
1,1,1,0,0,0,0,51,22,2,2,0,0,0,0,4,1,0,0.196078431,0.136363636,2,0,6,4,2,3,2,14,14,7,5.833333333,8.5,4.5,0,phishing
0,1,0,0,0,0,0,33,16,2,0,0,0,0,0,3,0,0,0.0,0.0,2,0,3,0,4,12,4,12,12,4,6.666666667,12.0,4.0,0,phishing
0,0,0,0,0,0,0,27,18,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,legitimate
0,1,0,0,0,0,0,62,17,3,4,0,0,0,1,4,0,0,0.338709677,0.0,3,1,11,2,1,4,1,8,8,7,3.727272727,6.0,3.222222222,0,legitimate
0,1,0,0,0,0,0,30,15,2,0,0,0,0,0,3,1,0,0.0,0.0,2,1,3,3,3,3,7,7,7,7,5.666666667,5.0,7.0,0,phishing
0,1,0,0,0,0,0,32,14,2,0,0,0,0,0,3,0,0,0.0,0.0,2,1,3,1,4,10,4,10,10,5,6.333333333,10.0,4.5,0,phishing
0,0,0,1,1,0,0,49,20,3,0,0,0,0,0,5,0,0,0.12244898,0.0,3,0,6,1,2,7,2,8,8,7,5.333333333,7.5,4.25,0,phishing
1,1,0,0,0,0,2,150,12,4,0,1,5,4,0,5,0,0,0.2,0.75,3,0,23,3,1,2,1,22,3,22,5.782608696,2.25,6.526315789,2,phishing
0,1,0,0,0,0,0,67,18,2,3,0,0,0,0,6,1,0,0.23880597,0.111111111,2,2,9,3,2,3,2,10,10,9,5.333333333,6.5,5.0,0,legitimate
0,1,0,0,0,0,0,57,19,1,0,1,0,1,0,4,0,0,0.105263158,0.0,1,0,5,3,3,15,3,15,15,10,8.2,15.0,6.5,0,phishing
0,0,0,0,0,0,0,35,26,2,0,0,0,0,0,3,1,0,0.0,0.0,2,1,2,5,3,3,0,18,18,0,10.5,10.5,0.0,0,legitimate
0,0,0,0,0,0,0,27,13,1,0,0,0,0,0,3,0,0,0.037037037,0.0,1,3,2,1,5,9,5,9,9,5,7.0,9.0,5.0,0,phishing
0,1,0,0,0,0,0,32,24,2,0,0,0,0,0,3,0,0,0.0,0.0,2,1,2,1,6,6,0,13,13,0,9.5,9.5,0.0,0,phishing
0,0,0,0,0,0,0,27,18,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,legitimate
0,0,0,0,0,0,0,41,20,3,1,0,0,0,0,3,1,0,0.0,0.0,3,0,5,3,3,3,3,12,12,4,5.0,7.5,3.333333333,0,legitimate
0,1,1,0,0,0,0,48,11,3,1,0,0,0,0,6,1,0,0.083333333,0.090909091,3,1,8,3,2,2,2,7,4,7,3.75,3.0,4.0,0,legitimate
0,1,0,0,0,0,0,20,12,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,5,5,0,4.0,4.0,0.0,0,legitimate
0,1,0,1,1,0,0,35,28,2,0,0,0,0,0,2,0,0,0.0,0.0,2,1,2,0,8,8,0,15,15,0,11.5,11.5,0.0,0,phishing
0,1,0,0,0,0,0,30,22,3,0,0,0,0,0,3,1,0,0.066666667,0.090909091,3,0,3,3,3,3,0,10,10,0,5.333333333,5.333333333,0.0,0,phishing
0,1,1,0,0,0,0,112,14,3,1,1,0,1,2,12,0,1,0.0,0.0,3,0,17,2,2,10,2,10,10,8,4.882352941,10.0,4.5625,4,phishing
0,1,0,1,0,0,0,82,34,2,2,0,0,0,0,4,0,0,0.0,0.0,2,2,6,0,5,10,5,19,19,13,11.0,14.5,9.25,0,legitimate
0,1,0,0,0,0,0,38,21,2,0,0,0,0,0,3,0,0,0.0,0.0,2,1,3,2,4,17,4,17,17,4,8.333333333,17.0,4.0,0,phishing
0,0,0,0,0,0,0,33,24,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,16,16,0,9.5,9.5,0.0,0,legitimate
0,1,0,1,0,0,0,74,66,3,4,0,0,0,0,3,0,0,0.0,0.0,3,0,7,0,4,4,0,11,11,0,8.0,8.0,0.0,0,legitimate
0,1,0,0,0,0,0,49,30,3,0,0,0,0,0,3,0,0,0.0,0.0,3,0,4,1,4,11,4,14,14,6,8.75,12.5,5.0,0,phishing
0,0,0,0,0,0,0,62,11,3,3,0,0,0,0,4,1,0,0.0,0.0,3,0,8,3,3,3,4,12,3,12,5.375,3.0,6.166666667,0,legitimate
0,1,0,1,0,0,0,24,16,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,8,8,0,5.5,5.5,0.0,0,legitimate
0,0,0,1,0,0,0,28,20,2,0,0,0,0,0,2,0,0,0.107142857,0.15,2,0,2,2,7,7,0,8,8,0,7.5,7.5,0.0,0,phishing
0,1,0,0,0,0,0,35,15,2,0,0,0,0,0,3,1,0,0.114285714,0.266666667,2,1,3,3,3,3,12,12,7,12,7.333333333,5.0,12.0,0,phishing
0,1,0,0,0,0,0,77,7,1,7,0,0,0,0,7,0,0,0.116883117,0.0,1,1,12,1,1,3,1,10,3,10,4.5,3.0,4.636363636,0,legitimate
0,1,0,0,0,0,0,23,15,2,0,0,0,0,0,3,1,0,0.0,0.0,2,1,2,4,3,3,0,8,8,0,5.5,5.5,0.0,0,legitimate
0,0,0,1,0,0,0,45,36,4,2,0,0,0,0,3,0,0,0.066666667,0.083333333,3,0,6,3,1,1,0,7,7,0,4.5,4.5,0.0,1,phishing
0,0,0,0,1,0,0,48,16,2,0,0,0,0,1,4,0,0,0.0,0.0,2,0,5,0,2,2,4,10,9,10,6.4,5.5,7.0,0,legitimate
0,0,0,0,0,0,0,19,10,1,0,0,0,0,0,3,0,0,0.0,0.0,1,0,1,0,7,7,0,7,7,0,7.0,7.0,0.0,0,legitimate
1,0,0,0,0,0,0,141,48,2,0,0,0,1,0,5,0,0,0.319148936,0.395833333,2,0,4,2,6,12,6,75,32,75,31.25,22.0,40.5,1,phishing
0,1,0,0,0,0,0,61,15,2,0,0,0,0,5,4,1,0,0.0,0.0,2,1,9,3,1,3,1,10,7,10,4.666666667,5.0,4.571428571,0,legitimate
0,1,0,0,0,0,0,74,19,4,0,0,0,0,0,9,1,0,0.027027027,0.0,3,1,10,4,3,3,3,9,9,8,5.2,6.0,5.0,0,legitimate
1,1,1,0,0,0,0,92,22,1,2,0,0,0,0,8,0,0,0.304347826,0.0,1,2,9,3,1,8,1,32,10,32,8.222222222,9.0,8.0,2,phishing
1,1,0,0,0,0,0,62,10,1,0,0,0,0,0,5,0,0,0.35483871,0.0,1,1,4,6,5,6,5,32,6,32,12.0,6.0,14.0,0,phishing
0,1,0,1,1,0,0,39,32,2,0,0,0,0,0,2,0,0,0.025641026,0.03125,2,1,2,0,8,8,0,19,19,0,13.5,13.5,0.0,0,phishing
0,0,0,0,0,0,0,42,17,3,0,0,0,0,1,4,1,0,0.023809524,0.058823529,3,0,6,4,2,3,2,9,9,6,4.166666667,6.0,3.25,2,legitimate
0,1,0,0,0,0,0,19,11,1,0,0,0,0,0,3,0,0,0.0,0.0,1,2,1,0,7,7,0,7,7,0,7.0,7.0,0.0,0,legitimate
0,0,0,0,0,0,0,22,13,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,5,5,0,4.0,4.0,0.0,0,legitimate
0,0,0,0,0,0,0,25,12,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,3,3,3,3,4,4,4,4,3.666666667,3.5,4.0,0,legitimate
0,1,0,0,0,0,0,40,17,3,0,0,0,0,0,5,1,0,0.0,0.0,3,1,6,3,1,3,1,9,9,4,4.0,6.0,3.0,0,legitimate
0,0,0,0,0,0,0,40,31,2,2,0,0,0,0,3,0,0,0.0,0.0,2,0,4,0,1,1,0,11,11,0,6.0,6.0,0.0,0,phishing
0,0,0,0,1,0,0,41,15,2,0,0,0,0,0,4,1,0,0.0,0.0,2,0,4,3,3,3,4,12,7,12,6.5,5.0,8.0,0,legitimate
0,1,0,1,1,0,0,33,26,2,0,0,0,0,0,2,0,0,0.0,0.0,2,1,2,1,8,8,0,13,13,0,10.5,10.5,0.0,0,phishing
0,0,0,0,0,0,0,30,21,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,14,14,0,8.5,8.5,0.0,0,legitimate
0,1,0,0,0,0,0,56,20,3,0,0,0,0,3,3,1,0,0.0,0.0,3,0,7,3,3,3,4,12,12,6,5.571428571,7.5,4.8,0,legitimate
0,0,0,0,1,0,0,34,14,2,0,0,0,0,0,4,0,0,0.0,0.0,2,0,3,0,3,3,10,10,6,10,6.333333333,4.5,10.0,0,legitimate
0,1,0,0,0,0,0,50,17,3,0,0,0,0,0,4,1,0,0.06,0.0,3,0,5,3,3,3,4,13,10,13,7.2,6.5,7.666666667,0,phishing
0,0,0,0,0,0,0,39,25,2,0,0,0,0,0,4,1,0,0.0,0.0,2,1,3,3,3,3,4,17,17,4,8.0,10.0,4.0,0,legitimate
0,1,1,0,0,0,0,64,19,4,1,0,0,0,0,7,1,0,0.0,0.0,3,0,10,3,1,1,3,7,5,7,4.4,3.0,5.333333333,0,legitimate
0,0,0,1,1,0,0,37,28,2,0,0,0,0,0,3,0,0,0.108108108,0.142857143,2,0,2,0,8,8,0,15,15,0,11.5,11.5,0.0,0,phishing
0,1,1,0,0,0,1,56,21,2,1,0,0,0,0,6,1,0,0.0,0.0,2,0,6,3,2,3,2,13,13,8,6.5,8.0,5.75,3,phishing
1,1,0,1,0,0,0,106,18,1,9,0,0,0,0,4,0,0,0.103773585,0.0,1,1,12,2,4,14,4,14,14,10,7.0,14.0,6.363636364,0,legitimate
0,1,1,0,0,0,0,56,20,2,2,0,0,0,0,4,0,0,0.178571429,0.0,2,0,6,0,2,2,3,13,9,13,6.833333333,5.0,8.666666667,0,phishing
0,0,0,0,1,0,0,43,16,2,0,0,0,0,1,4,0,0,0.0,0.0,2,0,5,0,2,2,4,9,9,6,5.4,5.5,5.333333333,0,legitimate
0,1,1,0,0,0,0,23,15,2,1,0,0,0,0,3,1,0,0.0,0.0,2,1,3,3,3,3,0,4,4,0,3.333333333,3.333333333,0.0,0,legitimate
0,1,1,0,0,0,0,53,17,3,2,0,0,0,0,6,1,0,0.0,0.0,3,0,9,3,2,3,2,6,5,6,3.888888889,4.0,3.833333333,1,phishing
0,1,0,0,0,0,1,36,15,3,0,0,0,0,0,4,1,0,0.0,0.0,3,0,5,4,3,3,3,7,7,5,4.2,5.0,3.666666667,0,phishing
0,0,1,1,0,0,0,124,24,2,2,1,0,1,4,7,0,1,0.048387097,0.0,2,1,15,4,1,2,1,27,10,27,6.4,6.0,6.5,0,phishing
0,1,0,0,0,0,0,27,20,2,0,0,0,0,0,2,0,0,0.0,0.0,2,1,2,1,7,7,0,8,8,0,7.5,7.5,0.0,0,legitimate
0,1,0,0,0,0,0,46,20,4,0,0,0,0,0,5,0,0,0.0,0.0,3,0,7,1,2,4,2,7,7,7,4.285714286,5.0,3.75,0,phishing
0,0,1,1,0,0,0,144,37,2,2,1,0,1,3,7,0,2,0.041666667,0.0,2,1,14,3,1,2,1,34,19,34,8.357142857,10.33333333,7.818181818,0,phishing
0,1,0,0,0,0,0,45,14,3,0,0,0,0,0,4,0,0,0.0,0.0,3,0,5,1,3,4,3,10,5,10,6.0,4.5,7.0,0,legitimate
